"ID";"Questao";"Área"
"123";"Para a produção de titânio metálico ou dióxido de titânio
puros, é necessário fazer a cloração do minério que contém
dióxido de titânio, com o objetivo de separar esse óxido de
outras substâncias presentes no minério. A principal reação
química de cloração é representada por:
Descrição da reação química: Reação química, em equilíbrio,
com os reagentes TiO (sólido) e 2 Cll (gasoso) e os produtos
2 2
TiCll (gasoso) e O (gasoso). Variação de entalpia igual a
4 2
mais 175 quilojoules por mol.
TiO (s) + 2 Cl (g) TiCl (g) + O (g) ΔH = +175 kJ/mol
2 2 4 2
Depois da cloração, o tetracloreto de titânio é condensado
e convertido, novamente, a dióxido de titânio.
Após o sistema atingir o equilíbrio químico, como a formação
do TiCll pode ser favorecida?
4
A Aumentando a pressão total do sistema.
B Diminuindo a temperatura do sistema.
C Aumentando a pressão parcial de O .
2
D Aumentando a pressão parcial de Cll .
2
E Variando a quantidade de TiO .
2";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"124";"A laje de um depósito de bebidas tem 50 metros quadrados
de área útil de armazenamento e foi projetada para suportar
pressões de até 10 elevado a quatro pascals. O gerente do
estabelecimento pretende armazenar um produto cuja densidade
é 1 250 quilogramas por metro cúbico. Considere a aceleração da
gravidade igual a 10 metros por segundo ao quadrado.
A altura máxima, em metro, de empilhamento do produto que
essa laje é capaz de suportar é
A 0,16 metro.
B 0,50 metro.
C 0,80 metro.
D 1,60 metro.
E 8,00 metros.
ENEM
M2025";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"125";"Em uma comunidade rural, os moradores utilizam uma
bomba-d’água alimentada por 100 volts de tensão contínua,
podendo variar em até 5 volts. Um eletrotécnico pretende
instalar placas fotovoltaicas para alimentar essa bomba. As placas
são idênticas e cada uma apresenta tensão de operação igual a
34 volts com corrente de 7,5 ampères. Além disso, cada placa
apresenta 40 volts de tensão elétrica, quando em circuito aberto.
Assim, considerando que a placa descrita é um gerador não ideal,
em circuito aberto ela pode ser representada conforme a figura:
Descrição da figura: Figura com um circuito aberto formado
por uma bateria e sua resistência interna r, ligadas em série.
A força eletromotriz da bateria é de 40 volts.
O eletrotécnico construiu um circuito que permite à
bomba-d’água operar corretamente com o menor número
possível de placas conectadas. Para isso, desenhou um diagrama
no qual todas essas placas são representadas como um único
gerador não ideal, com a especificação das correspondentes
características elétricas.
O diagrama que representa o circuito construído pelo
eletrotécnico é:
Descrição das alternativas: Diagramas de circuitos formados
por uma bateria, uma resistência interna e a bomba.
A Descrição do diagrama: Força eletromotriz igual a
136 volts e resistência igual a 3,2 ohms.
B Descrição do diagrama: Força eletromotriz igual a
120 volts e resistência igual a 2,4 ohms.
C Descrição do diagrama: Força eletromotriz igual a
120 volts e resistência igual a 5,3 ohms.
D Descrição do diagrama: Força eletromotriz igual a
102 volts e resistência igual a 2,4 ohms.
E Descrição do diagrama: Força eletromotriz igual a
102 volts e resistência igual a 5,3 ohms.
M2025
11 | LARANJA | LEDOR 13
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"126";"sensor orgânico flexível para aplicação em terapia com luz azul
A icterícia é uma doença que acomete recém-nascidos
e pode ser tratada com um método de fototerapia
conhecido como banho de luz, que consiste na exposição do
recém-nascido a uma fonte luminosa equipada com LEDs
azuis. Para o monitoramento da dosagem dessa radiação,
é utilizada a resposta óptica de um sensor constituído de
materiais orgânicos que luminescem quando expostos à luz
azul. Com o passar do tempo, essa radiação oxida os materiais
do sensor, alterando sua coloração de vermelho-laranja para
verde, o que indica o final do tratamento.
O gráfico apresenta o espectro de fotoluminescência do
sensor em função do comprimento de onda da luz emitida
no início do tratamento, quando o sensor, colado na fralda
do bebê (Figura 1), luminesce na região do vermelho-laranja
(aproximadamente 600 nanômetros). A Figura 2 apresenta a
evolução da coloração do sensor, mostrando que a frequência
da luz emitida por ele aumenta em função do tempo de
exposição à luz azul.
Descrição do gráfico: Gráfico com fotoluminescência entre 0 e
1,2, em unidade arbitrária, no eixo vertical, e comprimento
de onda entre 525 e 725 nanômetros, no eixo horizontal. A
curva de linha contínua atinge o pico de fotoluminescência
1,0 em 600 nanômetros.
Descrição da Figura 1: A figura apresenta um bebê em um
banho de luz azul. Em sua fralda, um sensor luminesce na
região do vermelho-laranja.
Descrição da Figura 2: A figura apresenta a coloração do
sensor evoluindo de vermelho-laranja para verde ao longo
do tempo de exposição, à medida que a frequência aumenta.
Os espectros de fotoluminescência do sensor no início e no final
do tratamento estão esboçados no gráfico:
Descrição das alternativas: Gráficos com fotoluminescência entre
0 e 1,2, em unidade arbitrária, no eixo vertical, e comprimento
de onda entre 525 e 725 nanômetros, no eixo horizontal.
Cada gráfico apresenta duas curvas: uma linha contínua, que
representa a fotoluminescência no início do tratamento, e uma
linha tracejada, que representa a fotoluminescência no final do
tratamento. Para todos os gráficos, a curva de linha contínua
atinge o pico de fotoluminescência 1,0 em 600 nanômetros.
ENEN2
14 CIÊNCIAS DA NATUREZ
M2025
A Descrição do gráfico: A curva de linha tracejada está
deslocada para a esquerda em relação à curva de linha
contínua, já que seu pico de fotoluminescência ocorre
em aproximadamente 550 nanômetros.
B Descrição do gráfico: A curva de linha tracejada está
deslocada para a direita em relação à curva de linha
contínua, já que seu pico de fotoluminescência ocorre
em aproximadamente 650 nanômetros.
C Descrição do gráfico: A curva de linha tracejada está
deslocada para baixo em relação à curva de linha
contínua, já que seu pico de fotoluminescência é menor
do que 1,0 em 600 nanômetros.
D Descrição do gráfico: A curva de linha tracejada está
deslocada para cima em relação à curva de linha
contínua, já que seu pico de fotoluminescência é maior
do que 1,0 em 600 nanômetros.
E Descrição do gráfico: A curva de linha tracejada coincide
exatamente com a curva de linha contínua, atingindo
o pico de fotoluminescência 1,0 em 600 nanômetros.
2025
ZA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"127";"Mechanically durable, superoleophobic coatings prepared
by layer-by-layer technique for anti-smudge
and oil-water separation
O despejo acidental de óleo nos oceanos tem ocasionado
incontáveis prejuízos à vida marinha e à economia de regiões
costeiras. Métodos tradicionais de tratamento do despejo geram
resíduos de difícil descarte e nem sempre são eficazes. Por isso,
pesquisadores desenvolveram um filtro capaz de separar óleo
e água. O dispositivo é montado sobre uma malha de aço com
uma sequência de camadas. A primeira camada é formada
por um polímero de carga positiva, a segunda é composta por
nanopartículas de sílica (SiO), a terceira é formada pelo mesmo
2
polímero e a última é um surfactante, conforme apresentado
na figura.
Descrição da figura: Representação do dispositivo descrito
no texto.
Representação esquemática do dispositivo
Na utilização desse dispositivo, a retenção do óleo ocorre
A no surfactante.
B na camada superior de polímero.
C nas nanopartículas de sílica.
D na camada inferior de polímero.
E na malha de aço.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"128";"Environmental Impact of Estrogens on
Human, Animal and Plant Life
Alguns hormônios sexuais têm ganhado notável atenção nos
últimos anos por suas concentrações cada vez maiores no solo e
na água em todo o mundo. O motivo da preocupação é porque,
em níveis poluentes, eles têm sido associados ao câncer de
mama e ao câncer de próstata, além de perturbarem a fisiologia
dos peixes, podendo, ainda, afetarem o desenvolvimento
reprodutivo de animais domésticos e selvagens. Assim, o
descarte inadequado desses hormônios representa uma séria
ameaça ao solo, plantas, recursos hídricos e humanos. De baixa
polaridade, eles apresentam uma solubilidade pequena e
variável em água, dependendo dos grupos presentes em suas
estruturas, representando um grande risco para os ambientes
aquáticos. As figuras a seguir apresentam as estruturas de
alguns desses hormônios.
ENEM
M2025
Descrição das estruturas:
Estradiol: um anel aromático, dois ciclo-hexanos e um
ciclopentano conjugados. Um grupo OH ligado ao anel
aromático, um grupo CH e um grupo OH ligados a diferentes
3
carbonos do ciclopentano.
Estriol: um anel aromático, dois ciclo-hexanos e um
ciclopentano conjugados. Um grupo OH ligado ao anel
aromático, um grupo CH e dois grupos OH ligados a
3
diferentes carbonos do ciclopentano.
Estrona: um anel aromático, dois ciclo-hexanos e um
ciclopentano conjugados. Um grupo OH ligado ao anel
aromático, um grupo CH ligado a um dos carbonos do
3
ciclopentano. Em outro carbono do ciclopentano, uma ligação
dupla O.
Novestrol: um anel aromático, dois ciclo-hexanos e um
ciclopentano conjugados. Um grupo OH ligado ao anel
aromático, um grupo CH ligado a um dos carbonos do
3
ciclopentano. Em outro carbono do ciclopentano, estão ligados
um grupo OH e um grupo C tripla CH.
Noretindrona: um ciclo-hexeno, dois ciclo-hexanos e um
ciclopentano conjugados. Uma ligação dupla entre um O e
o ciclo-hexeno, um grupo CH ligado a um dos carbonos do
3
ciclopentano. Em outro carbono do ciclopentano, estão ligados
um grupo OH e um grupo C tripla CH.
Do ponto de vista das interações químicas, qual desses hormônios
apresenta maior solubilidade em ambientes aquáticos?
A Estradiol.
B Estriol.
C Estrona.
D Novestrol.
E Noretindrona.
M2025
11 | LARANJA | LEDOR 15";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"129";"Cosmetologia: ciência e técnica
A filtração em carvão é uma das mais antigas formas de purificação de água. O carvão ativado, diferentemente do carvão
comum, é útil para ser empregado na remoção de material orgânico, cloro e outros contaminantes. Essa capacidade decorre de
suas propriedades de adsorção. A origem do material utilizado para produzir o carvão ativado pode influenciar sua porosidade
e, consequentemente, interferir na capacidade do material de remover impurezas. Na figura, é ilustrada esquematicamente a
diferença entre as estruturas físicas do carvão comum e do carvão ativado.
Descrição da figura: A figura ilustra o carvão comum e o carvão ativado. O carvão comum é representado por um círculo
de borda regular, com furos espaçados, identificados como mesoporos. O carvão ativado é representado por um círculo de
borda irregular, com rachaduras e furos de tamanhos diferentes, identificados como microporos, mesoporos e macroporos.
Nas irregularidades, rachaduras e macroporos existem impurezas adsorvidas.
Qual característica do carvão ativado explica a sua maior eficiência nesse processo?
A Massa.
B Dureza.
C Densidade.
D Superfície.
E Condutividade.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"130";"Transplantability of a Circardian Lock to Noncircardian Organism
A maioria dos seres vivos tem um relógio biológico (ciclo circadiano), que regula as mudanças metabólicas e
comportamentais de acordo com o ciclo de 24 horas de rotação da Terra. Em 2015, um artigo publicado na revista Science
Advantage mostrou ser possível a transferência dos genes do relógio circadiano da cianobactéria Synechococcus elongatus
para o genoma da bactéria Escherichia coli, um organismo não circadiano.
Estarão presentes no organismo geneticamente modificado os genes do
A metabolismo de E. coli, apenas.
B ciclo circadiano de E. coli, apenas.
C metabolismo de S. elongatus e do ciclo circadiano de E. coli.
D ciclo circadiano de S. elongatus e do metabolismo de E. coli.
E ciclo circadiano de S. elongatus e do ciclo circadiano de E. coli.";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"131";"Os funcionários de um zoológico observaram um aumento na taxa de mortalidade de aves aquáticas por afogamento.
Um grupo de biólogos analisou o comportamento das aves por várias semanas e observou que elas apresentavam dificuldade
de flutuação, por causa do encharcamento das penas com água.
O aumento na taxa de mortalidade dessas aves estava associado a uma redução na
A dilatação do papo.
B reposição de penas das asas.
C secreção da glândula uropigial.
D formação da membrana natatória.
E largura das cavidades de ossos pneumáticos.
16 
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
"132";"Réguas elétricas são dispositivos que permitem a ligação seg
à rede elétrica. Uma estudante comprou uma régua com seis tom
máxima de corrente elétrica igual a 20 ampères. Acima desse valo
que um novo fusível seja instalado. Considere as potências nominai
Descrição da figura: A figura apresenta uma régua elétrica com
Descrição do quadro: Quadro indicando diferentes aparelhos e
Luminária de LED: 5;
Computador: 250;
Impressora a laser: 660;
Secador de cabelos: 750;
Cafeteira: 900;
Condicionador de ar portátil: 1 100.
Aparelho Potênc
Luminária de LED
Computador 2
Impressora a laser 6
Secador de cabelos 7
Cafeteira 9
Condicionador
1
de ar portátil
Em um dia quente, a estudante mantém o computador e o co
Nessa situação, ela tenta realizar algumas atividades, uma de cad
Primeiro: imprimir um trabalho escolar;
Segundo: fazer um café com a cafeteira;
Terceiro: ligar a luminária;
Quarto: secar os cabelos.
Sabe-se que a régua foi ligada à tensão elétrica de 110 volts,
Considerando a ordem das tentativas, quantas atividades a estud
A 4
B 3
C 2
D 1
E 0
ENEM
M2025
gura e simultânea de dois ou mais aparelhos eletroeletrônicos
madas, conforme a figura. Essa régua suporta uma intensidade
or, o fusível de segurança da régua se rompe, inutilizando-a até
is de alguns aparelhos eletroeletrônicos apresentadas no quadro.
seis tomadas, dispostas lado a lado.
suas respectivas potências, em watt.
cia (watt)
5
250
660
750
900
100
ondicionador de ar portátil ligados à régua permanentemente.
da vez, utilizando a mesma régua, na seguinte ordem:
, adequada para o funcionamento desses aparelhos.
dante conseguiu realizar sem queimar o fusível?
M2025
11 | LARANJA | LEDOR 17
ENEM";"CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS"
